Encrypted_Text,Cipher_Type
SKSUPLBOSDLUPMARXIAKCKKNAVNOLUOSSKOQMNHPIU,Playfair
"T tlaBeo t oilta eln' rdgom,lp npof,lhBosireaire",Rail Fence
"Zwll zriz Ncllavi'u Npwxcmpaaqc, lifz wv fpaahc,",Affine
"Frqiurqwhg klp zlwk vhoih-frpsdulvrqv,",Caesar
"Sexbhyjjoz rec sydd cabpa-mkczwhsoexo,",Vigenère
HMOGMNRQKCBFNUKSBPLUGFHMOLRMSXNAXA,Playfair
"Creiisemisofotdhmwt ef-oprsn,nn  hlcao",Rail Fence
"Savhpavzcx rwq owzr uclhc-saqfipwuavu,",Affine
"Srlqw djdlqvw Srlqw, uhehoolrxv Duph 'jdlqvw Duph,",Caesar
"Fesjj wwkedcp Tkyxp, nulabveeeo Enco 'qwyxoj Qhwa,",Vigenère
VHGASRINGATLVHGAZDICLUSEMVXBMOFIBSAQSRMOIU,Playfair
"Ptati eoA i eon gis on,rbliu re'antAm,ianPtelsmgsr",Rail Fence
"Fawvz imiwvuz Fawvz, pcncllwaeu Ipqc 'miwvuz Ipqc,",Affine
"Fxuelqj klv odxlvk vslulw: dqg wr frqfoxgh,",Caesar
"Skbxyxc rei hqeeir izehsp: wdn jy syjsvqto,",Vigenère
EMADGAFYSXSMXEPBTQKAKSRAKZMHNAEUZCIU,Playfair
"Cihlsptnondubn i aihsii:adt ocuergsu r  cl,",Rail Fence
"Sepnwvm rwu liewur ufwpwz: ivx za savslexc,",Affine
Wkh Ylfwrulh ihoo rq yv,Caesar
Jxo Fsyjynyo vohb kd ri,Vigenère
PDFUEBPRAKFGLUPMOWXA,Playfair
TVo l h itrefl nvecieos,Rail Fence
Zrc Jwszapwc hcll av ju,Affine
Nlqj. Juhdw kdsslqhvvh,Caesar
Ayxc. Whowj dqzlyxaica,Vigenère
EKYQKNIMPDOSSFMGXALI,Playfair
K.ehisig ra apnsenGtpe,Rail Fence
Gwvm. Mpciz riffwvcuuc,Affine
"Urvvh. Wkdw qrz Vzhqr, wkh Qruzdbhv Nlqj,",Caesar
"Hecou. Drwj jeg Cgady, ddu Debsqiai Ayxc,",Vigenère
MNXALIPDRSANXQUGANPDGMNMXNCGTIGAIW,Playfair
"RehnSohoyK,os.Ta o wn,teNrae igs twe  wsn",Rail Fence
"Pauuc. Zriz vao Uocva, zrc Vapoiycu Gwvm,",Affine
Fudxhv frpsrvlwlrq:,Caesar
Shkquc syifyoydeex:,Vigenère
DMMXILHMOLAPKSFAAW,Playfair
Ceosoruscmoiina pt:,Rail Fence
Spiecu saqfauwzwav:,Affine
"Qru zrxog zh ghljqh klp exuldoo ri klv phq,",Caesar
"Deb myqbn mo toewxa rec xkbeqvh yb rei iux,",Vigenère
ANNZMVTCUGCKKIMGBFACZMSBSUPMPFSXCLAW,Playfair
"Nwd ghbaoieo ol edin i uil fhsmnruweemrl  ,",Rail Fence
"Vap oaelx oc xcwmvc rwq nepwill ah rwu qcv,",Affine
"Wloo kh glvexuvhg, dw Vdlqw Frophv bqfk,",Caesar
"Jyvh ra neilqhcat, qd Ckedd Myhcoo ijsr,",Vigenère
SKSUPCKCSXCXATKCRSXBGALDMPCLQBMYBV,Playfair
"T dudtiCenilh ibre,a an omsyc,less Stl h",Rail Fence
"Zwll rc xwunepucx, iz Uiwvz Salqcu yvsr,",Affine
"Whq wkrxvdqg Grooduv, wr rxu jhqhudoo yvh",Caesar
"Jux jrkkcwdn Nyhbkni, jy een qadonqvh fou",Vigenère
LKRQFHXLRABZHRSUSMATPRMVNKGMKMMSPULI,Playfair
"Tts l,  elee huadDlas oorgnrl snonortueav",Rail Fence
"Zcv zraeuivx Xallipu, za aep mcvcpill juc",Affine
Nlqj. Qr pruh wkdw Wkdqh ri Fdzgru vkdoo ghfhlxh,Caesar
Ayxc. De ieba ddqd Drwdo ep Mkstyn cdqvh nasoeko,Vigenère
EKYQANONMKPDRSPDRAFMEHNXHRATBOSUTCLEFKML,Playfair
K. eah Coh eig omr htTaeo adrsaldcienNot nfw leu,Rail Fence
Gwvm. Va qapc zriz Zrivc ah Sioxap urill xcscwec,Affine
"Rxu Ervrph lqwhuhvw: Jrh surqrxqfh klv suhvhqw ghdwk,",Caesar
"Ekb Lyoewa sjjonucp: Weo fbkdyqdma rei lhoouxp naqdd,",Vigenère
MVADAPNOFKRQKMILQKMFTONAMVMYFCSXTOILGMZKIMPD,Playfair
"OBmne  ncirne,u ooeitrs:Gepoonehspeetdahrs etoru  s t",Rail Fence
"Aep Nauaqc wvzcpcuz: Mac fpavaevsc rwu fpcucvz xcizr,",Affine
Dqg zlwk klv iruphu Wlwoh juhhw Pdfehwk,Caesar
Qdn mspx dyc vyncon Xejva qnuop Qwslajr,Vigenère
RAYZKSBVBFPINMCLDZKSULKNIUKLORHDKLBV,Playfair
Aw  mTeeMen ihhsfre il re abtdtiortgtch,Rail Fence
Ivx owzr rwu hapqcp Zwzlc mpccz Qisnczr,Affine
Urvvh. Loh vhh lw grqh,Caesar
Hecou. Sva cau ej zexa,Vigenère
MNXALIESILIUFKZKNAIU,Playfair
Reletnos.Iesei oes   d,Rail Fence
Pauuc. Wlc ucc wz xavc,Affine
"Nlqj. Zkdw kh kdwk orvw, Qreoh Pdfehwk kdwk zrqqh.",Caesar
"Ayxc. Mxkp ra rwjr byoj, Xyxbo Wkyropx dqdd gkdxa.",Vigenère
EKYQVYRSCFBOPDPMTLANCSLCMBCIPDBOPDVNAWMG,Playfair
"K.aeto lataweig hth ahls,NbeMcehht on.nW h to b hn",Rail Fence
"Gwvm. Oriz rc rizr lauz, Vanlc Qisnczr rizr oavvc.",Affine
Hahxqw.,Caesar
Unoqdd.,Vigenère
IULMRQ,Playfair
Enxute.,Rail Fence
Ctcevz.,Affine
Vfhqd Whuwld.,Caesar
Isojq Jubpyk.,Vigenère
LBGMRSKMSKBA,Playfair
Sar.cn etaeTi,Rail Fence
Uscvi Zcpzwi.,Affine
Wkxqghu. Hqwhu wkh wkuhh Zlwfkhv.,Caesar
Jxejton. Uddah pxo jrnuo Gspsrai.,Vigenère
PDWMCKMKRQKMPDKLDOIUGUKSHYIL,Playfair
Td ehh c.hne.EtrtetreWthsurn  eie,Rail Fence
Zrevxcp. Cvzcp zrc zrpcc Owzsrcu.,Affine
"1. Zkhuh kdvw wkrx ehhqh, Vlvwhu?",Caesar
"1. Mxonu dqcp ddee roado, Weidah?",Vigenère
VYKMFCBXSZPDMVCIGMILSXLKAZ,Playfair
"1h toe,s?.Weehs hubee itr rat nSe",Rail Fence
"1. Orcpc riuz zrae nccvc, Uwuzcp?",Affine
2. Nloolqj Vzlqh,Caesar
2. Ayvhyxc Wsyxa,Vigenère
EKSUSEYQQXGAIU,Playfair
2inw.KligSie l n,Rail Fence
2. Gwllwvm Uowvc,Affine
"3. Vlvwhu, zkhuh wkrx?",Caesar
"3. Iycpub, gduba ddee?",Vigenère
XSTLKMVYKMKLFHVZ,Playfair
"3irh u.Sse,weeto? t rh",Rail Fence
"3. Uwuzcp, orcpc zrae?",Affine
"1. D Vdboruv Zlih kdg Fkhvwqxwv lq khu Odssh,",Caesar
"1. Q Wwovkhc Gsbu dqn Mraidjkdo sj rah Bqzlu,",Vigenère
BXNBPMATXGGFBOCHCFTLMWLTGACFMTOSLF,Playfair
"1 l edeuiea,.ASyosWf a hsnt nhrLpe arihCts  p",Rail Fence
"1. I Uiylapu Owhc rix Srcuzvezu wv rcp Liffc,",Affine
"Dqg prxqfkw, & prxqfkw, dqg prxqfkw:",Caesar
"Qdn cyqdmdj, & ieejsrp, wdn cyqdmdj:",Vigenère
RACRMVMYDPONWMHYSRRYONWMHYSZ,Playfair
"Amc ohamcn onh,&muct n onh:dut n,dut",Rail Fence
"Ivx qaevsrz, & qaevsrz, ivx qaevsrz:",Affine
"Jlxh ph, txrwk L.",Caesar
"Wyea wa, mkypx Y.",Vigenère
IKMLCLLWRPBF,Playfair
"G  t.iem,qohIueu ",Rail Fence
"Mwec qc, keazr W.",Affine
"Durbqw wkhh, Zlwfk, wkh uxpsh-ihg Urqbrq fubhv.",Caesar
"Qhyudd jrau, Gspsr, ddu nkwlu-bun Byjoyj mnooo.",Vigenère
RMNHRQPDIUGUKSHYPDKMMCLFGFKDNAHNMYNDIL,Playfair
"Anh ctredn erytte,Wth h up-e oyncyso ei,emfRor.",Rail Fence
"Ipayvz zrcc, Owzsr, zrc peqfc-hcx Pavyav spycu.",Affine
"Khu Kxvedqg'v wr Dohssr jrqh, Pdvwhu r'wk' Wljhu:",Caesar
"Xub Reorkjt'o dk Ehuzle cexa, Cqcpub e'px' Dscub:",Vigenère
CFODXLIBRYTLNRULSVVHFNMGORTLKMRPDPKIKM,Playfair
"HHas pg,s hi:e ubn' oAep oe atrot'TgrrsdtlonMe' e",Rail Fence
"Rcp Reunivx'u za Ilcffa mavc, Qiuzcp a'zr' Zwmcp:",Affine
"Exw lq d Vbxh Loh wklwkhu vdboh,",Caesar
"Rkd yx q Ioea Mhu pxspxon cwova,",Vigenère
CXSKARQBMLESKLBFPDKMXBCQIU,Playfair
"Bi eeiryu naSu l hte al,t yIthse",Rail Fence
"Nez wv i Uyec Wlc zrwzrcp uiylc,",Affine
"Dqg olnh d Udw zlwkrxw d wdboh,",Caesar
"Qdn bsgu w Vwj syddeep k jkubo,",Vigenère
RACTKEIMMRQZKSFHZLRSNBUL,Playfair
"Al aiu ln ieaRtwtotatyedk  h a,",Rail Fence
"Ivx lwgc i Piz owzraez i ziylc,",Affine
"Loh grh, Loh grh, dqg Loh grh",Caesar
"Ybo tya, Ybo tya, wdn Sva nku",Vigenère
ESKCMFESKCMFRABKULHRIU,Playfair
"Id  ,deel o,Iede n l oeeloaId",Rail Fence
"Wlc xac, Wlc xac, ivx Wlc xac",Affine
2. Loh jlxh wkhh d Zlqgh,Caesar
2. Ybo wsqu pxoa k Gsjto,Vigenère
ESFIEXKLCFIMXGRYIU,Playfair
2lit i.Iegu heaWne  ee d,Rail Fence
2. Wlc mwec zrcc i Owvxc,Affine
1. Wk'duw nlqgh,Caesar
1. Jx'whd asjto,Vigenère
PDRMZTGACK,Playfair
1htn.T'r id ake,Rail Fence
1. Zr'ipz gwvxc,Affine
3. Dqg L dqrwkhu,Caesar
3. Qdn S wdypxon,Vigenère
RABKRARPCFAZ,Playfair
3n t.AdIaohr  ne,Rail Fence
3. Ivx W ivazrcp,Affine
"1. L pb vhoih kdxh doo wkh rwkhu,",Caesar
"1. Y wu cabpa rwko qvh ddu kjrah,",Vigenère
EABQLUGFBOMLMSPLCFRPCFAZ,Playfair
"1 seulht,.Im ef aealteohr ylh   e",Rail Fence
"1. W qy uclhc riec ill zrc azrcp,",Affine
"Dqg wkh yhub Sruwv wkhb eorz,",Caesar
"Qdn jra fahi Zynjc jrao xbys,",Vigenère
RAKZCFUFNDVHDZTLCFBDPMXZ,Playfair
"Atv thb,n h eyPrste lwdero yo",Rail Fence
"Ivx zrc jcpy Fapzu zrcy nlao,",Affine
"Doo wkh Txduwhuv wkdw wkhb nqrz,",Caesar
"Qbv jra Uqqbpubo ddqd jrao gdys,",Vigenère
MSPLCFLWRMLKATPDRSPDGCGRNV,Playfair
"AtQt tenl h uresta hyko,learht w",Rail Fence
"Ill zrc Keipzcpu zriz zrcy gvao,",Affine
L'wk' Vkls-pdqv Fdug.,Caesar
Y'dd' Ixsl-wwdc Mknt.,Vigenère
KSBPBFLORALBRMBZ,Playfair
I'iaC.'h hpmn adtS-sr,Rail Fence
W'zr' Urwf-qivu Sipx.,Affine
Loh guhbqh klp gulh dv Kdb:,Caesar
Ybo tbaoxa rec zhsa ko Lwo:,Vigenère
ESKCMKGYFCEAKDKFBXBOBW,Playfair
Idniraal ryehmdi sHyee  e :,Rail Fence
Wlc xpcyvc rwq xpwc iu Riy:,Affine
Vohhsh vkdoo qhbwkhu Qljkw qru Gdb,Caesar
Iboafo irwbv doujrah Dyqdj jeb Nku,Vigenère
TPIUFLILBOSUQMGCPDKMAGFYQRNMBRBW,Playfair
Sph t hoaleesalnyhrNgtnrDye leei  ,Rail Fence
Ulccfc urill vcyzrcp Vwmrz vap Xiy,Affine
Kdqj ysrq klv Shqw-krxvh Olg:,Caesar
Xqxc flex xso Tadd-xyqio Vsz:,Vigenère
BOYQOVNABFTQGMPDMVLISEBZ,Playfair
H nsno :agvo i ethueLdnphP-si,Rail Fence
Rivm jfav rwu Fcvz-raeuc Lwx:,Affine
Kh vkdoo olxh d pdq iruelg:,Caesar
Xu oxkhb hyea k ckj pkhlet:,Vigenère
CFPBMSSUSEMLRORAPHADKB,Playfair
Hh emfiesallu  a obd lianr:,Rail Fence
Rc urill lwec i qiv hapnwx:,Affine
"Zhdulh Vhx'qljkwv, qlqh wlphv qlqh,",Caesar
"Muknyo Coq'xewrpi, dsju pywai jyxa,",Vigenère
UGRMKFLIWMKIDPQAGAKLEAILAGMG,Playfair
"WieisitsnereSungt,nn ie iea 'h emn,",Rail Fence
"Ocipwc Uce'vwmrzu, vwvc zwqcu vwvc,",Affine
"Vkdoo kh gzlqgoh, shdnh, dqg slqh:",Caesar
"Ixkhb du zmsjtva, lukgu, qxz zedo:",Vigenère
PBMSPCKCXGRYULLFRIIMRYSFMG,Playfair
"Sl n,a  ehl edide ek,adpn:ahwlpeni",Rail Fence
"Urill rc xowvxlc, fcigc, ivx fwvc:",Affine
"Wkrxjk klv Edunh fdqqrw eh orvw,",Caesar
"Jxyqwr xso Fwhua mwdxkj xu hecp,",Vigenère
PDMVFYBFXIRMEFBMAWANSDLUAPSZ,Playfair
"Tgia nbohuhhsBrecno els,o  kat t",Rail Fence
"Zraemr rwu Nipgc sivvaz nc lauz,",Affine
Bhw lw vkdoo eh Whpshvw-wrvw.,Caesar
Oud yd irwbv ro Doifooj-pecp.,Vigenère
CGSKLTBOSUSCKLLCLFTLPRTL,Playfair
Yih Tet.e tsalb eps-ott lemts,Rail Fence
Ycz wz urill nc Zcqfcuz-zauz.,Affine
Orrnh zkdw L kdxh,Caesar
Beygu sxkp M xkqu,Vigenère
PMRFGUBOSKBOML,Playfair
Lea eok htIhuow a,Rail Fence
Laagc oriz W riec,Affine
"2. Vkhz ph, vkhz ph",Caesar
"2. Ixos wa, oxos wa",Vigenère
PBGUCLPBGUCL,Playfair
"2hms .Se e hwm w,ee",Rail Fence
"2. Urco qc, urco qc",Affine
"1. Khuh L kdxh d Slorwv Wkxpeh,",Caesar
"1. Xuba M xkqu w Tebypi Jxeiro,",Vigenère
CFMKFBMXIMSFPMLTPDMCCI,Playfair
"1eIu oTb.Hr  aeaPlt hme eh isu,",Rail Fence
"1. Rcpc W riec i Fwlazu Zreqnc,",Affine
"Zudfnw, dv krphzdug kh glg frph.",Caesar
"Mhkyad, ko rkcosqbz ra net yewa.",Vigenère
ZNMBTZBXFHCLXNDKCFBKCHNOIU,Playfair
"Wkaoahiorct shmwr eddcm.a, ed  e",Rail Fence
"Opisgz, iu raqcoipx rc xwx saqc.",Affine
Guxp zlwklq.,Caesar
Thei gejred.,Vigenère
KDMCXGPDGA,Playfair
D hrmwti.uin,Rail Fence
Xpeq owzrwv.,Affine
"3. D Guxpph, d Guxpph:",Caesar
"3. Q Hnkwiu, q Theico:",Vigenère
RBMZAUCLRBMZAUCL,Playfair
"3 m re.ADum,aDum: re m",Rail Fence
"3. I Xpeqqc, i Xpeqqc:",Affine
Pdfehwk grwk frph,Caesar
Cqmxudd nkjr syiu,Vigenère
ORHDKLYCRPYHNOIU,Playfair
Med eabt ohcmchto,Rail Fence
Qisnczr xazr saqc,Affine
"Doo. Wkh zhbzdug Vlvwhuv, kdqg lq kdqg,",Caesar
"Qbv. Xdu suisqbz Weidahc, rwdn yx xkjt,",Vigenère
MSPLCFUGGNRMBTSXLKATBORYGABORY,Playfair
"A  w t,nnnl.TewyadSses adi adlherirh h,",Rail Fence
"Ill. Zrc ocyoipx Uwuzcpu, rivx wv rivx,",Affine
"Srvwhuv ri wkh Vhd dqg Odqg,",Caesar
"Fecpubo yb ddu Iuk qxz Pwdn,",Vigenère
VHTLKMPAKPCFLIBARACTRABZ,Playfair
"Peohenaotr fteSaadLn,ss    d",Rail Fence
"Fauzcpu ah zrc Uci ivx Livx,",Affine
"Wkxv grh jrh, derxw, derxw,",Caesar
"Jxeo nku ceo, kxeep, wryqj,",Vigenère
PDXLHRFIMFBIMVSRHAZL,Playfair
"T  ,o uhsdege bu,aotuooatb,",Rail Fence
"Zreu xac mac, inaez, inaez,",Affine
"Wkulfh wr wklqh, dqg wkulfh wr plqh,",Caesar
"Jxbeso jy jredo, kjt pxbeso jy csju,",Vigenère
PDAKELPRPDGAIMRYPDAKELPRAEMG,Playfair
"Tcoi  itihiet hn,adtrc omn,r tenhe e",Rail Fence
"Zrpwsc za zrwvc, ivx zrpwsc za qwvc,",Affine
"Dqg wkulfh djdlqh, wr pdnh ys qlqh.",Caesar
"Qdn jrnyma kcqsju, jy ckgu rf jyxa.",Vigenère
RAKZDOEBIMINGAKLNORIFUQOGAIU,Playfair
"Atcgeokpnn hieaan,t aev iedr i m n.",Rail Fence
"Ivx zrpwsc imiwvc, za qigc jf vwvc.",Affine
"Shdfh, wkh Fkduph'v zrxqg ys.",Caesar
"Fukyu, jra Gdqbiu'o gkkxz fl.",Vigenère
LFMBKLCFHYRMCLQXMVRYOV,Playfair
"Pehhewd.ec,teCam' on pa  rsuv",Rail Fence
"Fcisc, zrc Sripqc'u oaevx jf.",Affine
Hqwhu Pdfehwk dqg Edqtxr.,Caesar
Uddah Cqmxudd kjt Rqxmky.,Vigenère
GMLKMOMBCIPDRACDRALWAV,Playfair
Erchdn.ne abt n aqotMeaBu,Rail Fence
Cvzcp Qisnczr ivx Nivkea.,Affine
Pdfe. Vr irxoh dqg idluh d gdb L kdxh qrw vhhqh,Caesar
Cqmx. Ie beehu wdn vkeho q zqi S dqea xkj ouoju,Vigenère
ORHDPAPHMUIMRYIOKAIMBRBGBOMLANLTIUGMIU,Playfair
M. lna a eteab ofueadfieadyIhu o encSo  r  anse,Rail Fence
Qisn. Ua haelc ivx hiwpc i xiy W riec vaz uccvc,Affine
"Edqtxr. Krz iduuh lv'w fdoo'g wr Vrulv? Zkdw duh wkhvh,",Caesar
"Rqxmky. Lkm bqbnu ei'p mwbv't pe Iebei? Grwj who jraio,",Vigenère
IBYWVMFHVGRMMKSXLDMSTCPRPAAKQXBOSRMKPDILIU,Playfair
"BuHfe'ad iW  saqo o ar stcl' oSrs htaeteen.wri lto?arh,",Rail Fence
"Nivkea. Rao hippc wu'z sill'x za Uapwu? Oriz ipc zrcuc,",Affine
"Vr zlwkhu'g, dqg vr zlogh lq wkhlu dwwbuh,",Caesar
"Ie syddub't, qxz ck gebna sj ddusn kpjinu,",Vigenère
PAXGPDKMBRRYPAXGTCFKRQCFKARSQDMK,Playfair
"Sir  we iteowte',ads id nteratr, hdnolih y",Rail Fence
"Ua owzrcp'x, ivx ua owlxc wv zrcwp izzypc,",Affine
"Wkdw orrnh qrw olnh wk' Lqkdelwdqwv r'wk' Hduwk,",Caesar
"Jxkp vkeua xkj hyua dd' Ydrwrspqxpi k'dd' Uqbpx,",Vigenère
PDRSPMRFGMRPSEEFPDGABOISSRRQPAPDIMDZBV,Playfair
"T koitIbno'rhtloentlk h naiat 'h at,ao  e'htstEh",Rail Fence
"Zriz laagc vaz lwgc zr' Wvrinwzivzu a'zr' Cipzr,",Affine
"Dqg bhw duh rq'w? Olxh brx, ru duh brx dxjkw",Caesar
"Qdn oop knu kd'p? Byea ikk, eb qba ikk wkqdj",Vigenère
RACBKLRMFMRQSEMLHNVMMRMKHNXMWEDP,Playfair
"Ayao?uooroun e r nt ieyu raeyuagtdte'L ,   h",Rail Fence
"Ivx ycz ipc av'z? Lwec yae, ap ipc yae iemrz",Affine
"Wkdw pdq pdb txhvwlrq? brx vhhph wr yqghuvwdqg ph,",Caesar
"Jxkp wwd iqi geaideex? ikk ouoiu pe rdnahcpqxz wa,",Vigenère
PDRSORAONBLWILSKNAHNXLIULCKLHORYKMTLRACRIU,Playfair
"T   snoe vrnehtmnmyqeto?yuseet nesadm,aaaui  modt ",Rail Fence
"Zriz qiv qiy kecuzwav? yae uccqc za jvxcpuzivx qc,",Affine
Eb hdfk dw rqfh khu fkrsslh ilqjhu odblqj,Caesar
Ro aqmd kp yjso xon mdezlyo vsjwon vwosjw,Vigenère
DBIMHYRSNAELCFMDFHSVSFFGGAIFMTNBGAIW,Playfair
Baanhcpfeagyec toc e hpi igrlyn h eroen i,Rail Fence
Ny cisr iz avsc rcp sraffwc hwvmcp liywvm,Affine
"Ysrq khu vnlqqlh Olsv: brx vkrxog eh Zrphq,",Caesar
"Lfyj rah oasjdsa Pefc: ikk oxyqbn ro Gyiux,",Vigenère
OVNACFATEKAWAGLUFSQBMVPBMVTCCIVNCLAW,Playfair
"V  n sohd epnhrsineLp:yusol eWmnoekii  ubo,",Rail Fence
"Jfav rcp ugwvvwc Lwfu: yae uraelx nc Oaqcv,",Affine
Dqg bhw brxu Ehdugv iruelg ph wr lqwhusuhwh,Caesar
Qdn oop ikkb Lowhno pkhlet iu pe eddahznuda,Vigenère
RACBKLHNZMCIRMBTPHADKBCLPRGALKOTMKLK,Playfair
Ayy rfie een e orBad obdm oitrrtdtuesr tnpe,Rail Fence
Ivx ycz yaep Ncipxu hapnwx qc za wvzcpfpczc,Affine
Wkdw brx duh vr,Caesar
Jxkp ikk who iy,Vigenère
PDRSHNXMMKPA,Playfair
T   htyuaesaoro,Rail Fence
Zriz yae ipc ua,Affine
Pdf. Vshdnh li brx fdq: zkdw duh brx?,Caesar
Cqm. Wlukgu ev uee skj: sxkp knu uee?,Vigenère
ORBLLFRIFKGHMVBMYNBOSRMKHNVZ,Playfair
M aioaw  ?a.Sek fyucn htaeyucpe  :aro,Rail Fence
Qis. Ufcigc wh yae siv: oriz ipc yae?,Affine
"1. Doo kdloh Pdfehwk, kdloh wr wkhh Wkdqh ri Jodplv",Caesar
"1. Qbv xkebo Wkyropx, xkebo jy jrau Jxkju kv Wbkiyc",Vigenère
MSPCBSULORHDKLBVBOESKLRPCFKLBOMGHPEQROSX,Playfair
"1la b,ithTe m.AlhieMceh al ote hn fGai  lathe eaols",Rail Fence
"1. Ill riwlc Qisnczr, riwlc za zrcc Zrivc ah Mliqwu",Affine
"2. Doo kdloh Pdfehwk, kdloh wr wkhh Wkdqh ri Fdzgru",Caesar
"2. Qbv xkebo Wkyropx, xkebo jy jrau Jxkju kv Sqgzeb",Vigenère
MSPCBSULORHDKLBVBOESKLRPCFKLBOMGHPBMZYNM,Playfair
"2la b,ithTe d.AlhieMceh al ote hn fCwo  lathe eaoar",Rail Fence
"2. Ill riwlc Qisnczr, riwlc za zrcc Zrivc ah Sioxap",Affine
"3. Doo kdloh Pdfehwk, wkdw vkdow eh Nlqj khuhdiwhu",Caesar
"3. Qbv xkebo Wkyropx, jrwj oxkhj xu Ayxc rahowvdah",Vigenère
MSPCBSULORHDKLDPBOLTBOPLCIEKYQCFMKOILKAZ,Playfair
"3la b,ah K ee.AlhieMceh htsatb ighratr  latt lenef",Rail Fence
"3. Ill riwlc Qisnczr, zriz urilz nc Gwvm rcpcihzcp",Affine
"Edqt. Jrrg Vlu, zkb grh brx vwduw, dqg vhhph wr ihduh",Caesar
"Rqxm. Weyz Weh, mru nku uee idwhd, kjt ouoiu pe buknu",Vigenère
IBYWFNRHXSNZYBHRGCMVTLRMSRRYLILCKLHPIMMK,Playfair
"B.oiwdystne feaq odSr h o o tr,adseet ernG ,yeua  moa",Rail Fence
"Nivk. Maax Uwp, ory xac yae uzipz, ivx uccqc za hcipc",Affine
Wklqjv wkdw grh vrxqg vr idluh? l'wk' qdph ri wuxwk,Caesar
Jxsjwc jrwj zeo iyqdn iy vkeho? s'jr' xwco ep jbqjr,Vigenère
PDGAIQPDRSHRILMVRYPAIOKAFKPDARCLHPZDZLBV,Playfair
Tghdsd ri'mfuhnsta o on ofie 'h aeo rti teusa?tn th,Rail Fence
Zrwvmu zriz xac uaevx ua hiwpc? w'zr' viqc ah zpezr,Affine
"Duh bh idqwdvwlfdoo, ru wkdw lqghhg",Caesar
"Qho oo vkjjkojsyqvh, kh pxkp sjtoat",Vigenère
RMGCFGRASRTLEBMSPMDZBOSKRYIUKC,Playfair
"Ayasa t er efnatcl,o htidee tilrand",Rail Fence
"Ipc yc hivziuzwsill, ap zriz wvxccx",Affine
Zklfk rxwzdugob bh vkhz? Pb Qreoh Sduwqhu,Caesar
Mxsyx kkdsqbzbi oo iram? Wi Xyxbo Zknjxah,Vigenère
VYEBFHZLXNDKQCCGPBGUNCANCSFLRMQRKM,Playfair
Whtdyh Nerrhc uwrl ese?M ol ateioay wybPn,Rail Fence
Orwsr aezoipxly yc urco? Qy Vanlc Fipzvcp,Affine
"Brx juhhw zlwk suhvhqw Judfh, dqg juhdw suhglfwlrq",Caesar
"Oee wbaud mspx lhoouxp Knqma, wdn wbaqd fbatsyjskd",Vigenère
HNWEMKKLXGPDTOILGMQKMRELRAYKMKRSTOKCEBSKNA,Playfair
"Ygttrnr,depioo re ihpeetGae n ra rdcinuew s cagtet",Rail Fence
"Yae mpccz owzr fpcucvz Mpisc, ivx mpciz fpcxwszwav",Affine
"Ri Qreoh kdxlqj, dqg ri Urbdoo krsh,",Caesar
"Ev Delhu dqeedq, kjt kv Heiwbv xylu,",Vigenère
HPANCSFCMXGAINRYHPMNBNSUPCHVIU,Playfair
"Oo i  RlofNbehun,ado oalhp, lagnfy e",Rail Fence
"Ah Vanlc riewvm, ivx ah Payill rafc,",Affine
Wkdw kh vhhphv zudsw zlwkdoo: wr ph brx vshdnh qrw.,Caesar
Jxkp ra cauwai shklj syddqvh: pe iu uee izaqua xkj.,Vigenère
PDRSCFLILCILZNOSQZKSBOSUPLNOGCMVTQIMEFANSZ,Playfair
T ser h: yskohth emswatwtal om o paentaee pilteue .,Rail Fence
Zriz rc uccqcu opifz owzrill: za qc yae ufcigc vaz.,Affine
"Li brx fdq orrnh lqwr wkh Vhhghv ri Wlph,",Caesar
"Yv uee skj vkeua sjjy jra Waunai kv Jywa,",Vigenère
KGHNMERAPMRFFKRQRPCFLIKCILHPSKCL,Playfair
"Ioao oee T,fyucnloeit h edso ie   kntSefm",Rail Fence
"Wh yae siv laagc wvza zrc Uccxcu ah Zwqc,",Affine
"Dqg vdb, zklfk Judlqh zloo jurz, dqg zklfk zloo qrw,",Caesar
"Qdn iku, sxsyx Whkedo mshb chys, wdn mresr mshb jed,",Vigenère
RABTNBVYEBYFMRGAGUESQEMNXNRYVYEBYVESQMRP,Playfair
"As crelr  cinn a,wihGan ilgo,adwihwl o,dyh iw wnh lt",Rail Fence
"Ivx uiy, orwsr Mpiwvc owll mpao, ivx orwsr owll vaz,",Affine
"Vshdnh wkhq wr ph, zkr qhbwkhu ehjjh, qru ihduh",Caesar
"Ifowao jrad pe iu, mrk xaoddub rocwo, xkh buknu",Vigenère
TQIMEFPDGMPRCLVYNAGCPDKMCIIWIFANOKIMMK,Playfair
"Skhteheee,rapaete om,wonyhrbge o ere n   t gnfe",Rail Fence
"Ufcigc zrcv za qc, ora vcyzrcp ncmmc, vap hcipc",Affine
"Brxu idxruv, qru brxu kdwh",Caesar
"Oeen pwkyni, dyn ikkb xkpu",Vigenère
HNZMIOVMATANNDMVODRSIU,Playfair
"Y o  rtorfur,nryu aeuasooh",Rail Fence
"Yaep hieapu, vap yaep rizc",Affine
1. Kdboh,Caesar
1. Xqihu,Vigenère
BOCQIU,Playfair
1a.Hye l,Rail Fence
1. Riylc,Affine
2. Kdboh,Caesar
2. Xqihu,Vigenère
BOCQIU,Playfair
2a.Hye l,Rail Fence
2. Riylc,Affine
3. Kdboh,Caesar
